# x y area(micron**2) layer label
3.313999999999999773e+02 2.263079999999999927e+03 2.500000000000000000e+01 6.000000000000000000e+00 1.266000000000000000e+03
6.574146341463414274e+02 3.228146341463414501e+03 4.100000000000000000e+01 7.000000000000000000e+00 1.267000000000000000e+03
7.000000000000000000e+02 1.217030303030303003e+03 3.300000000000000000e+01 3.000000000000000000e+00 1.268000000000000000e+03
2.255000000000000000e+02 3.078500000000000000e+03 4.000000000000000000e+01 7.000000000000000000e+00 1.269000000000000000e+03
2.647530864197530605e+02 4.765432098765431874e+02 8.100000000000000000e+01 3.000000000000000000e+00 1.271000000000000000e+03
4.875000000000000000e+02 5.465000000000000000e+02 1.400000000000000000e+01 3.000000000000000000e+00 1.272000000000000000e+03
7.742972972972972912e+02 1.346243243243243342e+03 3.700000000000000000e+01 5.000000000000000000e+00 1.273000000000000000e+03
8.218095238095238528e+02 7.355714285714285552e+02 2.100000000000000000e+01 3.000000000000000000e+00 1.274000000000000000e+03
6.061041666666666288e+02 1.957833333333333258e+03 4.800000000000000000e+01 6.000000000000000000e+00 1.275000000000000000e+03
3.199294871794871824e+02 1.390833333333333258e+03 1.560000000000000000e+02 5.000000000000000000e+00 1.276000000000000000e+03
6.907692307692308020e+01 3.525769230769230944e+02 2.600000000000000000e+01 2.000000000000000000e+00 1.277000000000000000e+03
9.273829787234042215e+02 3.131382978723404449e+03 4.700000000000000000e+01 7.000000000000000000e+00 1.279000000000000000e+03
1.543750000000000000e+02 3.181656250000000000e+03 3.200000000000000000e+01 7.000000000000000000e+00 1.281000000000000000e+03
9.241923076923077360e+02 2.315365384615384755e+03 5.200000000000000000e+01 6.000000000000000000e+00 1.282000000000000000e+03
6.725000000000000000e+02 2.084230769230769056e+03 2.600000000000000000e+01 6.000000000000000000e+00 1.283000000000000000e+03
9.297297297297296836e+02 1.920756756756756658e+03 3.700000000000000000e+01 5.000000000000000000e+00 1.285000000000000000e+03
8.336315789473684390e+02 1.691947368421052715e+03 1.900000000000000000e+01 5.000000000000000000e+00 1.286000000000000000e+03
4.350000000000000000e+02 1.251173913043478251e+03 2.300000000000000000e+01 4.000000000000000000e+00 1.287000000000000000e+03
8.483478260869565020e+02 3.307565217391304486e+03 4.600000000000000000e+01 7.000000000000000000e+00 1.290000000000000000e+03
7.500000000000000000e+01 2.432522388059701370e+03 6.700000000000000000e+01 6.000000000000000000e+00 1.291000000000000000e+03
4.836103896103896318e+02 2.096519480519480567e+03 7.700000000000000000e+01 6.000000000000000000e+00 1.292000000000000000e+03
7.877222222222221717e+02 2.345256944444444343e+03 1.440000000000000000e+02 6.000000000000000000e+00 1.293000000000000000e+03
7.315789473684210975e+01 1.985789473684210634e+03 3.800000000000000000e+01 6.000000000000000000e+00 1.294000000000000000e+03
6.214117647058823195e+02 2.005941176470588289e+03 1.700000000000000000e+01 6.000000000000000000e+00 1.295000000000000000e+03
3.387735849056603570e+02 1.641820754716981128e+03 1.060000000000000000e+02 5.000000000000000000e+00 1.296000000000000000e+03
6.564210526315789593e+02 2.536894736842105431e+03 1.900000000000000000e+01 6.000000000000000000e+00 1.297000000000000000e+03
9.202972972972972912e+02 3.422972972972972912e+02 3.700000000000000000e+01 2.000000000000000000e+00 1.298000000000000000e+03
6.139318181818181301e+02 3.138636363636363512e+03 4.400000000000000000e+01 7.000000000000000000e+00 1.299000000000000000e+03
2.608999999999999773e+02 4.933199999999999932e+02 5.000000000000000000e+01 3.000000000000000000e+00 1.300000000000000000e+03
7.993333333333333712e+02 1.822000000000000000e+03 1.800000000000000000e+01 5.000000000000000000e+00 1.301000000000000000e+03
4.408947368421052602e+02 2.066736842105263349e+03 5.700000000000000000e+01 6.000000000000000000e+00 1.302000000000000000e+03
7.809333333333332803e+02 5.157777777777778283e+02 4.500000000000000000e+01 3.000000000000000000e+00 1.303000000000000000e+03
1.999714285714285609e+02 4.793142857142856883e+02 3.500000000000000000e+01 3.000000000000000000e+00 1.304000000000000000e+03
8.030987654320987303e+02 3.039518518518518704e+03 8.100000000000000000e+01 7.000000000000000000e+00 1.305000000000000000e+03
2.207307692307692264e+02 2.336653846153846189e+03 5.200000000000000000e+01 6.000000000000000000e+00 1.306000000000000000e+03
4.359550561797752977e+01 2.183078651685393197e+03 8.900000000000000000e+01 6.000000000000000000e+00 1.307000000000000000e+03
2.448225806451612812e+02 2.210645161290322449e+03 6.200000000000000000e+01 6.000000000000000000e+00 1.308000000000000000e+03
4.077499999999999858e+01 1.821474999999999909e+03 4.000000000000000000e+01 5.000000000000000000e+00 1.309000000000000000e+03
5.374117647058823195e+02 1.091882352941176578e+03 1.700000000000000000e+01 3.000000000000000000e+00 1.310000000000000000e+03
8.696984126984126533e+02 1.483650793650793730e+03 6.300000000000000000e+01 5.000000000000000000e+00 1.311000000000000000e+03
1.542571428571428669e+02 1.025714285714285779e+03 3.500000000000000000e+01 3.000000000000000000e+00 1.312000000000000000e+03
5.955666666666667197e+02 3.106199999999999818e+03 3.000000000000000000e+01 7.000000000000000000e+00 1.313000000000000000e+03
2.623750000000000000e+02 3.237857142857142662e+03 5.600000000000000000e+01 7.000000000000000000e+00 1.314000000000000000e+03
8.400000000000000000e+01 3.223599999999999909e+03 5.500000000000000000e+01 7.000000000000000000e+00 1.315000000000000000e+03
5.522222222222221717e+02 3.347629629629629562e+03 2.700000000000000000e+01 7.000000000000000000e+00 1.316000000000000000e+03
9.373333333333333428e+01 1.288466666666666697e+03 1.500000000000000000e+01 4.000000000000000000e+00 1.317000000000000000e+03
4.916764705882353041e+02 1.672867647058823422e+03 6.800000000000000000e+01 5.000000000000000000e+00 1.318000000000000000e+03
9.362377622377622401e+02 1.373258741258741338e+03 1.430000000000000000e+02 5.000000000000000000e+00 1.319000000000000000e+03
5.734683544303796907e+02 2.520810126582278372e+03 7.900000000000000000e+01 6.000000000000000000e+00 1.320000000000000000e+03
7.632857142857143344e+02 1.930952380952380963e+03 2.100000000000000000e+01 6.000000000000000000e+00 1.321000000000000000e+03
5.808461538461538112e+02 1.983346153846153811e+03 2.600000000000000000e+01 6.000000000000000000e+00 1.322000000000000000e+03
2.773855421686747036e+02 2.677240963855421796e+03 8.300000000000000000e+01 6.000000000000000000e+00 1.323000000000000000e+03
7.026799999999999500e+02 1.061880000000000109e+03 2.500000000000000000e+01 3.000000000000000000e+00 1.324000000000000000e+03
2.020312500000000000e+02 4.976093750000000000e+02 6.400000000000000000e+01 3.000000000000000000e+00 1.325000000000000000e+03
4.454427860696517314e+02 1.876960199004975038e+03 2.010000000000000000e+02 5.000000000000000000e+00 1.326000000000000000e+03
6.123055555555555429e+02 2.190777777777777828e+03 7.200000000000000000e+01 6.000000000000000000e+00 1.327000000000000000e+03
2.566315789473684390e+02 2.986710526315789593e+03 3.800000000000000000e+01 7.000000000000000000e+00 1.328000000000000000e+03
8.221226993865030863e+02 2.547975460122699587e+03 1.630000000000000000e+02 6.000000000000000000e+00 1.329000000000000000e+03
4.400666666666666629e+02 2.637933333333333394e+03 3.000000000000000000e+01 6.000000000000000000e+00 1.330000000000000000e+03
6.678000000000000114e+01 2.123440000000000055e+03 5.000000000000000000e+01 6.000000000000000000e+00 1.332000000000000000e+03
8.423272727272727707e+02 2.305036363636363603e+03 5.500000000000000000e+01 6.000000000000000000e+00 1.333000000000000000e+03
2.528225806451612812e+02 1.553145161290322676e+03 6.200000000000000000e+01 5.000000000000000000e+00 1.334000000000000000e+03
3.317840909090909349e+02 1.612329545454545496e+03 8.800000000000000000e+01 5.000000000000000000e+00 1.335000000000000000e+03
2.055999999999999943e+02 3.219066666666666606e+03 1.500000000000000000e+01 7.000000000000000000e+00 1.336000000000000000e+03
4.539090909090909349e+02 2.800090909090909008e+03 2.200000000000000000e+01 7.000000000000000000e+00 1.337000000000000000e+03
2.452631578947368496e+02 2.076842105263157919e+03 1.900000000000000000e+01 6.000000000000000000e+00 1.338000000000000000e+03
9.678125000000000000e+02 2.774166666666666515e+03 9.600000000000000000e+01 6.000000000000000000e+00 1.339000000000000000e+03
6.617083333333333712e+02 1.944208333333333258e+03 2.400000000000000000e+01 6.000000000000000000e+00 1.340000000000000000e+03
7.249333333333332803e+02 3.088233333333333121e+03 3.000000000000000000e+01 7.000000000000000000e+00 1.341000000000000000e+03
7.838235294117647527e+02 1.304352941176470495e+03 5.100000000000000000e+01 5.000000000000000000e+00 1.342000000000000000e+03
5.803846153846153584e+02 2.666153846153846416e+02 1.300000000000000000e+01 2.000000000000000000e+00 1.343000000000000000e+03
2.486441717791411179e+02 2.055533742331288522e+03 1.630000000000000000e+02 6.000000000000000000e+00 1.344000000000000000e+03
3.327647058823529278e+02 2.024117647058823422e+03 3.400000000000000000e+01 6.000000000000000000e+00 1.345000000000000000e+03
8.303191489361702224e+02 2.339308510638297776e+03 9.400000000000000000e+01 6.000000000000000000e+00 1.346000000000000000e+03
1.330487804878048905e+02 3.864878048780487916e+02 4.100000000000000000e+01 2.000000000000000000e+00 1.347000000000000000e+03
3.610000000000000000e+02 3.168388888888888687e+03 3.600000000000000000e+01 7.000000000000000000e+00 1.348000000000000000e+03
2.478235294117646959e+02 1.285676470588235361e+03 3.400000000000000000e+01 4.000000000000000000e+00 1.349000000000000000e+03
3.480555555555555713e+01 3.072222222222222285e+02 3.600000000000000000e+01 2.000000000000000000e+00 1.350000000000000000e+03
1.411176470588235361e+02 1.919000000000000000e+03 5.100000000000000000e+01 5.000000000000000000e+00 1.351000000000000000e+03
4.343999999999999773e+02 1.403599999999999909e+03 1.500000000000000000e+01 5.000000000000000000e+00 1.352000000000000000e+03
8.117777777777777715e+01 1.296755555555555475e+03 4.500000000000000000e+01 4.000000000000000000e+00 1.353000000000000000e+03
2.195121951219512368e+00 2.708780487804878248e+03 4.100000000000000000e+01 6.000000000000000000e+00 1.354000000000000000e+03
1.856785714285714164e+02 1.208214285714285694e+02 2.800000000000000000e+01 1.000000000000000000e+00 1.355000000000000000e+03
7.400677966101694665e+02 2.711728813559322134e+03 5.900000000000000000e+01 6.000000000000000000e+00 1.356000000000000000e+03
9.655840707964601961e+02 6.320796460176991332e+02 1.130000000000000000e+02 3.000000000000000000e+00 1.357000000000000000e+03
3.706956521739130750e+01 1.761452173913043453e+03 1.150000000000000000e+02 5.000000000000000000e+00 1.358000000000000000e+03
3.241521739130434980e+02 1.119152173913043498e+03 4.600000000000000000e+01 3.000000000000000000e+00 1.359000000000000000e+03
4.733999999999999773e+02 1.786079999999999927e+03 2.500000000000000000e+01 5.000000000000000000e+00 1.360000000000000000e+03
5.786875000000000000e+02 2.610187500000000000e+03 1.600000000000000000e+01 6.000000000000000000e+00 1.361000000000000000e+03
7.028048780487804379e+02 1.594109756097560876e+03 8.200000000000000000e+01 5.000000000000000000e+00 1.362000000000000000e+03
1.379736842105263293e+02 4.298947368421052602e+02 3.800000000000000000e+01 3.000000000000000000e+00 1.363000000000000000e+03
7.697352941176470722e+02 4.541176470588235361e+02 3.400000000000000000e+01 3.000000000000000000e+00 1.364000000000000000e+03
2.608750000000000000e+02 5.706250000000000000e+02 2.400000000000000000e+01 3.000000000000000000e+00 1.365000000000000000e+03
6.141428571428571104e+02 3.340000000000000000e+03 2.100000000000000000e+01 7.000000000000000000e+00 1.366000000000000000e+03
3.652857142857142776e+02 3.104500000000000000e+03 1.400000000000000000e+01 7.000000000000000000e+00 1.367000000000000000e+03
6.544521739130434526e+02 2.119104347826087178e+03 1.150000000000000000e+02 6.000000000000000000e+00 1.369000000000000000e+03
3.380857142857142890e+02 3.070542857142856974e+03 3.500000000000000000e+01 7.000000000000000000e+00 1.370000000000000000e+03
9.685399999999999636e+02 8.033400000000000318e+02 5.000000000000000000e+01 3.000000000000000000e+00 1.371000000000000000e+03
4.731724137931034306e+02 4.389310344827586050e+02 2.900000000000000000e+01 3.000000000000000000e+00 1.372000000000000000e+03
4.457272727272727479e+02 1.520618181818181711e+03 1.650000000000000000e+02 5.000000000000000000e+00 1.373000000000000000e+03
5.678695652173912549e+02 1.086956521739130494e+03 4.600000000000000000e+01 3.000000000000000000e+00 1.374000000000000000e+03
4.218958333333333144e+02 2.928812500000000000e+03 4.800000000000000000e+01 7.000000000000000000e+00 1.375000000000000000e+03
9.214658634538152455e+02 6.623734939759036706e+02 2.490000000000000000e+02 3.000000000000000000e+00 1.377000000000000000e+03
5.261098901098901024e+02 2.192489010989011149e+03 1.820000000000000000e+02 6.000000000000000000e+00 1.378000000000000000e+03
2.405000000000000000e+02 1.225727272727272748e+03 2.200000000000000000e+01 3.000000000000000000e+00 1.380000000000000000e+03
2.469428571428571502e+02 2.830685714285714312e+03 3.500000000000000000e+01 7.000000000000000000e+00 1.381000000000000000e+03
1.158555555555555543e+02 2.550355555555555384e+03 9.000000000000000000e+01 6.000000000000000000e+00 1.382000000000000000e+03
2.863773584905660528e+02 2.914801886792452933e+03 1.060000000000000000e+02 7.000000000000000000e+00 1.383000000000000000e+03
6.960000000000000000e+02 3.254000000000000000e+03 3.700000000000000000e+01 7.000000000000000000e+00 1.385000000000000000e+03
9.840555555555555429e+02 1.551222222222222172e+03 1.800000000000000000e+01 5.000000000000000000e+00 1.386000000000000000e+03
6.503421052631579187e+02 3.283157894736842081e+03 3.800000000000000000e+01 7.000000000000000000e+00 1.387000000000000000e+03
9.640000000000000000e+02 2.606739130434782510e+02 4.600000000000000000e+01 2.000000000000000000e+00 1.388000000000000000e+03
9.669574468085106673e+02 1.442907801418439703e+03 1.410000000000000000e+02 5.000000000000000000e+00 1.389000000000000000e+03
3.049696969696969973e+02 1.927575757575757507e+03 3.300000000000000000e+01 6.000000000000000000e+00 1.390000000000000000e+03
5.224242424242424221e+01 2.276484848484848499e+03 3.300000000000000000e+01 6.000000000000000000e+00 1.391000000000000000e+03
8.225000000000000000e+01 2.936666666666666515e+03 1.200000000000000000e+01 7.000000000000000000e+00 1.392000000000000000e+03
1.700000000000000000e+02 1.853956521739130494e+03 4.600000000000000000e+01 5.000000000000000000e+00 1.393000000000000000e+03
9.200145985401460393e+02 3.155912408759123991e+03 1.370000000000000000e+02 7.000000000000000000e+00 1.394000000000000000e+03
8.663777777777777374e+02 2.984177777777777919e+03 4.500000000000000000e+01 7.000000000000000000e+00 1.395000000000000000e+03
6.856045197740113508e+02 2.323581920903954597e+03 1.770000000000000000e+02 6.000000000000000000e+00 1.397000000000000000e+03
3.288888888888888573e+01 2.799111111111111313e+03 1.800000000000000000e+01 7.000000000000000000e+00 1.398000000000000000e+03
2.478333333333333499e+01 2.241183333333333394e+03 6.000000000000000000e+01 6.000000000000000000e+00 1.399000000000000000e+03
2.406107784431137588e+02 2.410269461077844426e+03 1.670000000000000000e+02 6.000000000000000000e+00 1.400000000000000000e+03
1.890000000000000000e+02 2.318500000000000000e+03 2.400000000000000000e+01 6.000000000000000000e+00 1.401000000000000000e+03
2.624210526315789593e+02 3.173894736842105431e+03 3.800000000000000000e+01 7.000000000000000000e+00 1.402000000000000000e+03
1.620000000000000000e+02 3.167500000000000000e+03 2.200000000000000000e+01 7.000000000000000000e+00 1.403000000000000000e+03
3.962941176470588402e+02 2.024294117647058783e+03 1.700000000000000000e+01 6.000000000000000000e+00 1.404000000000000000e+03
4.085714285714285552e+02 3.243928571428571558e+03 2.800000000000000000e+01 7.000000000000000000e+00 1.405000000000000000e+03
2.828888888888889142e+02 2.017666666666666742e+03 9.000000000000000000e+00 6.000000000000000000e+00 1.406000000000000000e+03
5.303809523809524080e+02 2.016428571428571331e+03 2.100000000000000000e+01 6.000000000000000000e+00 1.407000000000000000e+03
3.063461538461538325e+01 2.465423076923077133e+03 5.200000000000000000e+01 6.000000000000000000e+00 1.409000000000000000e+03
6.535517241379310462e+02 2.850500000000000000e+03 5.800000000000000000e+01 7.000000000000000000e+00 1.410000000000000000e+03
2.253714285714285666e+02 2.688914285714285597e+03 3.500000000000000000e+01 6.000000000000000000e+00 1.411000000000000000e+03
4.702538461538461547e+02 1.230261538461538521e+03 1.300000000000000000e+02 3.000000000000000000e+00 1.412000000000000000e+03
2.137674418604651123e+02 3.292697674418604493e+03 8.600000000000000000e+01 7.000000000000000000e+00 1.413000000000000000e+03
8.078125000000000000e+01 3.194375000000000000e+03 3.200000000000000000e+01 7.000000000000000000e+00 1.415000000000000000e+03
1.561481481481481524e+02 2.508111111111111313e+03 2.700000000000000000e+01 6.000000000000000000e+00 1.416000000000000000e+03
2.404354838709677438e+02 2.695258064516129252e+03 6.200000000000000000e+01 6.000000000000000000e+00 1.417000000000000000e+03
6.783125000000000000e+02 2.530625000000000000e+02 1.600000000000000000e+01 2.000000000000000000e+00 1.418000000000000000e+03
7.880769230769230944e+02 2.047711538461538566e+03 5.200000000000000000e+01 6.000000000000000000e+00 1.419000000000000000e+03
1.072857142857142918e+02 2.649928571428571558e+03 1.400000000000000000e+01 6.000000000000000000e+00 1.420000000000000000e+03
6.149659090909091219e+02 1.927136363636363740e+03 8.800000000000000000e+01 6.000000000000000000e+00 1.421000000000000000e+03
7.759705882352941444e+02 6.764705882352941124e+00 3.400000000000000000e+01 1.000000000000000000e+00 1.422000000000000000e+03
1.541999999999999886e+02 1.638062500000000000e+03 8.000000000000000000e+01 5.000000000000000000e+00 1.423000000000000000e+03
6.426296296296296759e+02 2.467592592592592609e+03 2.700000000000000000e+01 6.000000000000000000e+00 1.424000000000000000e+03
2.405909090909090935e+02 3.317227272727272521e+03 2.200000000000000000e+01 7.000000000000000000e+00 1.425000000000000000e+03
9.226764705882352473e+02 3.300441176470588289e+03 3.400000000000000000e+01 7.000000000000000000e+00 1.427000000000000000e+03
9.499473684210526017e+02 2.765368421052631675e+03 1.900000000000000000e+01 6.000000000000000000e+00 1.428000000000000000e+03
5.121829268292682400e+02 1.146914634146341541e+03 8.200000000000000000e+01 3.000000000000000000e+00 1.429000000000000000e+03
1.706451612903225978e+01 1.478064516129032313e+02 3.100000000000000000e+01 1.000000000000000000e+00 1.430000000000000000e+03
7.745641025641025408e+02 2.594820512820512704e+03 3.900000000000000000e+01 6.000000000000000000e+00 1.431000000000000000e+03
4.625625000000000000e+02 2.732500000000000000e+02 1.600000000000000000e+01 2.000000000000000000e+00 1.432000000000000000e+03
7.815333333333333030e+02 2.326333333333333258e+02 3.000000000000000000e+01 2.000000000000000000e+00 1.433000000000000000e+03
9.503777777777777374e+02 1.737466666666666697e+03 4.500000000000000000e+01 5.000000000000000000e+00 1.435000000000000000e+03
2.503376623376623513e+02 1.618519480519480567e+03 7.700000000000000000e+01 5.000000000000000000e+00 1.436000000000000000e+03
6.964117647058823195e+02 1.258941176470588204e+02 8.500000000000000000e+01 1.000000000000000000e+00 1.437000000000000000e+03
2.435517241379310462e+02 1.637060344827586277e+03 1.160000000000000000e+02 5.000000000000000000e+00 1.438000000000000000e+03
7.639210526315789593e+02 8.570526315789473983e+02 3.800000000000000000e+01 3.000000000000000000e+00 1.439000000000000000e+03
9.697959183673469852e+01 2.311510204081632764e+03 4.900000000000000000e+01 6.000000000000000000e+00 1.440000000000000000e+03
9.555490196078430927e+02 1.133901960784313815e+03 5.100000000000000000e+01 3.000000000000000000e+00 1.441000000000000000e+03
6.195714285714285552e+02 4.978214285714285552e+02 2.800000000000000000e+01 3.000000000000000000e+00 1.442000000000000000e+03
1.544677419354838719e+02 2.690919354838709751e+03 6.200000000000000000e+01 6.000000000000000000e+00 1.443000000000000000e+03
5.402400000000000091e+02 3.168880000000000109e+03 2.500000000000000000e+01 7.000000000000000000e+00 1.444000000000000000e+03
6.647058823529412166e+02 2.051764705882353041e+02 3.400000000000000000e+01 1.000000000000000000e+00 1.445000000000000000e+03
8.456428571428571104e+02 2.431976190476190368e+03 4.200000000000000000e+01 6.000000000000000000e+00 1.446000000000000000e+03
5.952941176470588402e+01 2.257901960784313815e+03 5.100000000000000000e+01 6.000000000000000000e+00 1.448000000000000000e+03
1.140857142857142890e+02 1.847428571428571331e+03 3.500000000000000000e+01 5.000000000000000000e+00 1.449000000000000000e+03
8.969130434782608745e+02 2.821608695652173992e+03 2.300000000000000000e+01 6.000000000000000000e+00 1.450000000000000000e+03
6.404482758620689538e+02 2.512689655172413950e+03 2.900000000000000000e+01 6.000000000000000000e+00 1.451000000000000000e+03
8.758181818181818699e+02 1.591151515151515241e+03 3.300000000000000000e+01 5.000000000000000000e+00 1.452000000000000000e+03
4.035294117647058556e+02 9.381470588235293917e+02 3.400000000000000000e+01 3.000000000000000000e+00 1.453000000000000000e+03
2.687187500000000000e+02 3.144968750000000000e+03 3.200000000000000000e+01 7.000000000000000000e+00 1.454000000000000000e+03
3.870000000000000000e+02 2.014049180327868953e+03 6.100000000000000000e+01 6.000000000000000000e+00 1.455000000000000000e+03
5.251315789473684390e+02 1.148684210526315837e+03 7.600000000000000000e+01 3.000000000000000000e+00 1.456000000000000000e+03
5.840625000000000000e+02 5.454166666666666288e+02 4.800000000000000000e+01 3.000000000000000000e+00 1.458000000000000000e+03
7.243846153846153584e+02 2.528980769230769056e+03 5.200000000000000000e+01 6.000000000000000000e+00 1.459000000000000000e+03
6.045000000000000000e+02 2.158772727272727479e+03 2.200000000000000000e+01 6.000000000000000000e+00 1.460000000000000000e+03
3.250000000000000000e+02 2.704758620689655345e+03 2.900000000000000000e+01 6.000000000000000000e+00 1.461000000000000000e+03
9.331463414634146147e+02 2.764121951219512084e+03 4.100000000000000000e+01 6.000000000000000000e+00 1.462000000000000000e+03
8.609565217391303804e+02 8.405652173913043725e+02 2.300000000000000000e+01 3.000000000000000000e+00 1.463000000000000000e+03
8.012372881355931895e+02 1.085000000000000000e+03 5.900000000000000000e+01 3.000000000000000000e+00 1.465000000000000000e+03
5.350555555555555429e+02 2.294111111111111313e+03 1.800000000000000000e+01 6.000000000000000000e+00 1.466000000000000000e+03
3.770000000000000000e+02 1.592156250000000000e+03 3.200000000000000000e+01 5.000000000000000000e+00 1.467000000000000000e+03
8.158947368421053170e+02 1.219421052631578959e+03 1.900000000000000000e+01 3.000000000000000000e+00 1.468000000000000000e+03
6.100000000000000000e+01 1.499833333333333258e+03 1.200000000000000000e+01 5.000000000000000000e+00 1.469000000000000000e+03
5.650000000000000000e+01 2.641416666666666515e+03 2.400000000000000000e+01 6.000000000000000000e+00 1.470000000000000000e+03
1.942173913043478137e+02 9.301739130434782510e+02 2.300000000000000000e+01 3.000000000000000000e+00 1.471000000000000000e+03
4.694615384615384528e+02 1.869102564102564202e+03 3.900000000000000000e+01 5.000000000000000000e+00 1.472000000000000000e+03
2.723698630136986480e+02 2.130945205479451943e+03 7.300000000000000000e+01 6.000000000000000000e+00 1.473000000000000000e+03
3.937721518987341938e+02 2.984632911392405276e+03 7.900000000000000000e+01 7.000000000000000000e+00 1.474000000000000000e+03
7.422916666666666288e+02 1.870125000000000000e+03 2.400000000000000000e+01 5.000000000000000000e+00 1.475000000000000000e+03
6.780000000000000000e+02 1.228549019607843093e+03 5.100000000000000000e+01 3.000000000000000000e+00 1.476000000000000000e+03
9.204339622641509777e+02 2.626415094339622769e+01 5.300000000000000000e+01 1.000000000000000000e+00 1.477000000000000000e+03
8.439600000000000364e+02 4.167599999999999909e+02 2.500000000000000000e+01 3.000000000000000000e+00 1.478000000000000000e+03
2.718636363636363740e+02 1.391272727272727252e+03 2.200000000000000000e+01 5.000000000000000000e+00 1.479000000000000000e+03
5.929268292682926358e+02 2.228902439024390333e+03 8.200000000000000000e+01 6.000000000000000000e+00 1.480000000000000000e+03
4.517419354838709751e+02 5.900000000000000000e+02 3.100000000000000000e+01 3.000000000000000000e+00 1.481000000000000000e+03
8.474883720930232585e+02 2.785186046511627865e+03 4.300000000000000000e+01 6.000000000000000000e+00 1.482000000000000000e+03
1.870000000000000000e+02 2.350534883720930338e+03 4.300000000000000000e+01 6.000000000000000000e+00 1.485000000000000000e+03
6.964247787610619298e+02 1.502376106194690237e+03 2.260000000000000000e+02 5.000000000000000000e+00 1.486000000000000000e+03
4.695357142857142776e+02 3.357964285714285779e+03 2.800000000000000000e+01 7.000000000000000000e+00 1.488000000000000000e+03
9.326615384615384983e+02 1.679923076923076906e+03 6.500000000000000000e+01 5.000000000000000000e+00 1.489000000000000000e+03
7.736764705882352473e+02 3.174823529411764866e+03 3.400000000000000000e+01 7.000000000000000000e+00 1.490000000000000000e+03
3.955769230769230944e+02 1.027961538461538566e+03 5.200000000000000000e+01 3.000000000000000000e+00 1.491000000000000000e+03
1.519113924050632818e+02 2.090873417721518763e+03 7.900000000000000000e+01 6.000000000000000000e+00 1.493000000000000000e+03
7.157320261437909039e+02 2.365241830065359409e+03 1.530000000000000000e+02 6.000000000000000000e+00 1.494000000000000000e+03
5.276666666666666288e+02 1.958066666666666606e+03 3.000000000000000000e+01 6.000000000000000000e+00 1.495000000000000000e+03
2.131851851851851904e+02 3.178777777777777828e+03 2.700000000000000000e+01 7.000000000000000000e+00 1.496000000000000000e+03
2.520000000000000000e+02 5.047213114754098342e+02 6.100000000000000000e+01 3.000000000000000000e+00 1.497000000000000000e+03
1.736363636363636260e+02 9.695000000000000000e+02 2.200000000000000000e+01 3.000000000000000000e+00 1.498000000000000000e+03
3.378588235294117794e+02 2.279352941176470722e+03 8.500000000000000000e+01 6.000000000000000000e+00 1.499000000000000000e+03
8.437799999999999727e+02 1.628680000000000064e+03 5.000000000000000000e+01 5.000000000000000000e+00 1.500000000000000000e+03
3.969090909090909349e+02 2.195333333333333485e+03 3.300000000000000000e+01 6.000000000000000000e+00 1.501000000000000000e+03
2.223191489361702224e+02 2.027319148936170222e+03 9.400000000000000000e+01 6.000000000000000000e+00 1.502000000000000000e+03
9.091515151515151274e+02 1.218242424242424249e+03 3.300000000000000000e+01 3.000000000000000000e+00 1.503000000000000000e+03
3.763636363636363313e+01 1.707606060606060510e+03 3.300000000000000000e+01 5.000000000000000000e+00 1.505000000000000000e+03
1.959399999999999977e+02 1.568019999999999982e+03 5.000000000000000000e+01 5.000000000000000000e+00 1.507000000000000000e+03
7.567659574468085566e+02 1.473553191489361780e+03 4.700000000000000000e+01 5.000000000000000000e+00 1.509000000000000000e+03
1.116086956521739069e+02 1.418043478260869506e+03 2.300000000000000000e+01 5.000000000000000000e+00 1.510000000000000000e+03
5.707692307692308020e+01 2.908461538461538680e+02 2.600000000000000000e+01 2.000000000000000000e+00 1.511000000000000000e+03
9.789047619047619264e+02 3.244904761904761926e+03 4.200000000000000000e+01 7.000000000000000000e+00 1.512000000000000000e+03
8.098125000000000000e+02 2.432187500000000000e+03 1.600000000000000000e+01 6.000000000000000000e+00 1.513000000000000000e+03
4.967230769230769170e+02 7.265230769230769283e+02 6.500000000000000000e+01 3.000000000000000000e+00 1.514000000000000000e+03
9.668571428571428328e+01 4.409428571428571217e+02 3.500000000000000000e+01 3.000000000000000000e+00 1.515000000000000000e+03
8.056315789473684390e+02 5.907105263157894797e+02 3.800000000000000000e+01 3.000000000000000000e+00 1.516000000000000000e+03
7.838571428571428896e+02 1.232595238095238074e+03 4.200000000000000000e+01 3.000000000000000000e+00 1.518000000000000000e+03
1.945000000000000000e+02 1.411724999999999909e+03 1.200000000000000000e+02 5.000000000000000000e+00 1.519000000000000000e+03
2.290000000000000000e+02 3.856551724137930819e+02 1.160000000000000000e+02 2.000000000000000000e+00 1.520000000000000000e+03
9.579716312056737024e+02 2.684765957446808443e+03 1.410000000000000000e+02 6.000000000000000000e+00 1.521000000000000000e+03
3.706666666666666856e+02 1.904733333333333348e+03 6.000000000000000000e+01 5.000000000000000000e+00 1.522000000000000000e+03
9.958333333333333712e+02 1.284500000000000000e+03 1.800000000000000000e+01 4.000000000000000000e+00 1.523000000000000000e+03
8.044117647058823195e+02 2.336882352941176578e+03 1.700000000000000000e+01 6.000000000000000000e+00 1.524000000000000000e+03
6.018750000000000000e+01 7.861875000000000000e+02 1.600000000000000000e+01 3.000000000000000000e+00 1.526000000000000000e+03
